"Date","Flow"
"2001-01-01",0.3563
"2001-01-02",0.348
"2001-01-03",0.3538
"2001-01-04",0.3482
"2001-01-05",0.349
"2001-01-06",0.3364
"2001-01-07",0.3297
"2001-01-08",0.3593
"2001-01-09",0.3461
"2001-01-10",0.3379
"2001-01-11",0.3321
"2001-01-12",0.3383
"2001-01-13",0.3354
"2001-01-14",0.7776
"2001-01-15",1.5432
"2001-01-16",5.7402
"2001-01-17",1.528
"2001-01-18",1.3806
"2001-01-19",1.2488
"2001-01-20",1.0686
"2001-01-21",0.8771
"2001-01-22",0.8195
"2001-01-23",0.7672
"2001-01-24",0.6913
"2001-01-25",0.6414
"2001-01-26",0.5814
"2001-01-27",0.5657
"2001-01-28",0.5216
"2001-01-29",0.5408
"2001-01-30",0.4682
"2001-01-31",0.4414
"2001-02-01",0.4427
"2001-02-02",0.4188
"2001-02-03",0.3966
"2001-02-04",0.3744
"2001-02-05",0.3621
"2001-02-06",0.3645
"2001-02-07",0.3822
"2001-02-08",0.3684
"2001-02-09",0.3577
"2001-02-10",0.3532
"2001-02-11",0.3389
"2001-02-12",0.3435
"2001-02-13",0.3549
"2001-02-14",1.1855
"2001-02-15",0.9077
"2001-02-16",0.6424
"2001-02-17",0.5928
"2001-02-18",0.5119
"2001-02-19",0.4916
"2001-02-20",0.5097
"2001-02-21",0.5133
"2001-02-22",0.552
"2001-02-23",0.6116
"2001-02-24",0.6211
"2001-02-25",1.0221
"2001-02-26",0.7907
"2001-02-27",0.7268
"2001-02-28",0.7008
"2001-03-01",0.6807
"2001-03-02",0.8035
"2001-03-03",0.6898
"2001-03-04",0.6176
"2001-03-05",0.6346
"2001-03-06",0.6182
"2001-03-07",0.6222
"2001-03-08",0.806
"2001-03-09",0.6694
"2001-03-10",0.6381
"2001-03-11",0.5863
"2001-03-12",0.585
"2001-03-13",0.61
"2001-03-14",0.585
"2001-03-15",0.5523
"2001-03-16",0.309
"2001-03-17",0.3297
"2001-03-18",0.32
"2001-03-19",0.3183
"2001-03-20",0.3178
"2001-03-21",0.322
"2001-03-22",0.3145
"2001-03-23",0.3087
"2001-03-24",0.3096
"2001-03-25",0.2983
"2001-03-26",0.3051
"2001-03-27",0.3354
"2001-03-28",0.3217
"2001-03-29",0.5431
"2001-03-30",0.4219
"2001-03-31",0.3379
"2001-04-01",0.3241
"2001-04-02",0.3245
"2001-04-03",0.3267
"2001-04-04",0.328
"2001-04-05",0.3091
"2001-04-06",0.3169
"2001-04-07",0.2949
"2001-04-08",0.3189
"2001-04-09",0.3152
"2001-04-10",0.3024
"2001-04-11",0.3152
"2001-04-12",0.3225
"2001-04-13",0.3021
"2001-04-14",0.2332
"2001-04-15",0.1973
"2001-04-16",0.2401
"2001-04-17",0.281
"2001-04-18",0.3183
"2001-04-19",0.2877
"2001-04-20",0.3003
"2001-04-21",0.3637
"2001-04-22",0.3112
"2001-04-23",0.3069
"2001-04-24",0.2948
"2001-04-25",0.2767
"2001-04-26",0.2286
"2001-04-27",0.2492
"2001-04-28",0.2143
"2001-04-29",0.203
"2001-04-30",0.2858
"2001-05-01",0.3165
"2001-05-02",0.3103
"2001-05-03",0.3639
"2001-05-04",0.3486
"2001-05-05",0.393
"2001-05-06",0.424
"2001-05-07",0.3228
"2001-05-08",0.3115
"2001-05-09",0.3804
"2001-05-10",0.3073
"2001-05-11",0.3603
